22,23,25,37,38,26
2,6,12,31,33,40
15,6,12,31,33,40
2,15,12,31,33,40
2,6,15,31,33,40
2,6,12,15,33,40
2,6,12,31,15,40
2,6,12,31,33,15
3,4,16,30,31,37
13,4,16,30,31,37
3,13,16,30,31,37
3,4,13,30,31,37
3,4,16,13,31,37
3,4,16,30,13,37
3,4,16,30,31,13
6,7,24,37,38,40
33,7,24,37,38,40
6,33,24,37,38,40
6,7,33,37,38,40
6,7,24,33,38,40
6,7,24,37,33,40
6,7,24,37,38,33
3,4,9,17,32,37
1,4,9,17,32,37
3,1,9,17,32,37
3,4,1,17,32,37
3,4,9,1,32,37
3,4,9,17,1,37
3,4,9,17,32,1
3,12,13,19,32,35
29,12,13,19,32,35
3,29,13,19,32,35
3,12,29,19,32,35
3,12,13,29,32,35
3,12,13,19,29,35
3,12,13,19,32,29
6,30,38,39,40,43
26,30,38,39,40,43
6,26,38,39,40,43
6,30,26,39,40,43
6,30,38,26,40,43
6,30,38,39,26,43
6,30,38,39,40,26
10,14,18,20,23,30
41,14,18,20,23,30
10,41,18,20,23,30
10,14,41,20,23,30
10,14,18,41,23,30
10,14,18,20,41,30
10,14,18,20,23,41
6,12,17,18,31,32
21,12,17,18,31,32
6,21,17,18,31,32
6,12,21,18,31,32
6,12,17,21,31,32
6,12,17,18,21,32
6,12,17,18,31,21
4,5,6,8,17,39
25,5,6,8,17,39
4,25,6,8,17,39
4,5,25,8,17,39
4,5,6,25,17,39
4,5,6,8,25,39
4,5,6,8,17,25
5,13,17,18,33,42
44,13,17,18,33,42
5,44,17,18,33,42
5,13,44,18,33,42
5,13,17,44,33,42
5,13,17,18,44,42
5,13,17,18,33,44
7,8,27,29,36,43
6,8,27,29,36,43
7,6,27,29,36,43
7,8,6,29,36,43
7,8,27,6,36,43
7,8,27,29,6,43
7,8,27,29,36,6
2,4,21,26,43,44
16,4,21,26,43,44
2,16,21,26,43,44
2,4,16,26,43,44
2,4,21,16,43,44
2,4,21,26,16,44
2,4,21,26,43,16
4,5,7,18,20,25
31,5,7,18,20,25
4,31,7,18,20,25
4,5,31,18,20,25
4,5,7,31,20,25
4,5,7,18,31,25
4,5,7,18,20,31
1,20,26,28,37,43
27,20,26,28,37,43
1,27,26,28,37,43
1,20,27,28,37,43
1,20,26,27,37,43
1,20,26,28,27,43
1,20,26,28,37,27
9,18,23,25,35,37
1,18,23,25,35,37
9,1,23,25,35,37
9,18,1,25,35,37
9,18,23,1,35,37
9,18,23,25,1,37
9,18,23,25,35,1
1,5,13,34,39,40
11,5,13,34,39,40
1,11,13,34,39,40
1,5,11,34,39,40
1,5,13,11,39,40
1,5,13,34,11,40
1,5,13,34,39,11
8,17,20,35,36,44
4,17,20,35,36,44
8,4,20,35,36,44
8,17,4,35,36,44
8,17,20,4,36,44
8,17,20,35,4,44
8,17,20,35,36,4
7,9,18,23,28,35
32,9,18,23,28,35
7,32,18,23,28,35
7,9,32,23,28,35
7,9,18,32,28,35
7,9,18,23,32,35
7,9,18,23,28,32
6,14,19,25,34,44
11,14,19,25,34,44
6,11,19,25,34,44
6,14,11,25,34,44
6,14,19,11,34,44
6,14,19,25,11,44
6,14,19,25,34,11
4,7,32,33,40,41
9,7,32,33,40,41
4,9,32,33,40,41
4,7,9,33,40,41
4,7,32,9,40,41
4,7,32,33,9,41
4,7,32,33,40,9
9,26,35,37,40,42
2,26,35,37,40,42
9,2,35,37,40,42
9,26,2,37,40,42
9,26,35,2,40,42
9,26,35,37,2,42
9,26,35,37,40,2
2,3,11,26,37,43
39,3,11,26,37,43
2,39,11,26,37,43
2,3,39,26,37,43
2,3,11,39,37,43
2,3,11,26,39,43
2,3,11,26,37,39
1,10,23,26,28,40
31,10,23,26,28,40
1,31,23,26,28,40
1,10,31,26,28,40
1,10,23,31,28,40
1,10,23,26,31,40
1,10,23,26,28,31
7,27,30,33,35,37
42,27,30,33,35,37
7,42,30,33,35,37
7,27,42,33,35,37
7,27,30,42,35,37
7,27,30,33,42,37
7,27,30,33,35,42
16,17,22,30,37,43
36,17,22,30,37,43
16,36,22,30,37,43
16,17,36,30,37,43
16,17,22,36,37,43
16,17,22,30,36,43
16,17,22,30,37,36
6,7,13,15,21,43
8,7,13,15,21,43
6,8,13,15,21,43
6,7,8,15,21,43
6,7,13,8,21,43
6,7,13,15,8,43
6,7,13,15,21,8
7,13,18,19,25,26
6,13,18,19,25,26
7,6,18,19,25,26
7,13,6,19,25,26
7,13,18,6,25,26
7,13,18,19,6,26
7,13,18,19,25,6
13,20,23,35,38,43
34,20,23,35,38,43
13,34,23,35,38,43
13,20,34,35,38,43
13,20,23,34,38,43
13,20,23,35,34,43
13,20,23,35,38,34
17,18,19,21,23,32
1,18,19,21,23,32
17,1,19,21,23,32
17,18,1,21,23,32
17,18,19,1,23,32
17,18,19,21,1,32
17,18,19,21,23,1
6,31,35,38,39,44
1,31,35,38,39,44
6,1,35,38,39,44
6,31,1,38,39,44
6,31,35,1,39,44
6,31,35,38,1,44
6,31,35,38,39,1
3,11,21,30,38,45
39,11,21,30,38,45
3,39,21,30,38,45
3,11,39,30,38,45
3,11,21,39,38,45
3,11,21,30,39,45
3,11,21,30,38,39
1,10,20,27,33,35
17,10,20,27,33,35
1,17,20,27,33,35
1,10,17,27,33,35
1,10,20,17,33,35
1,10,20,27,17,35
1,10,20,27,33,17
8,13,15,23,31,38
39,13,15,23,31,38
8,39,15,23,31,38
8,13,39,23,31,38
8,13,15,39,31,38
8,13,15,23,39,38
8,13,15,23,31,39
14,17,26,31,36,45
27,17,26,31,36,45
14,27,26,31,36,45
14,17,27,31,36,45
14,17,26,27,36,45
14,17,26,31,27,45
14,17,26,31,36,27
6,10,18,26,37,38
3,10,18,26,37,38
6,3,18,26,37,38
6,10,3,26,37,38
6,10,18,3,37,38
6,10,18,26,3,38
6,10,18,26,37,3
4,7,16,19,33,40
30,7,16,19,33,40
4,30,16,19,33,40
4,7,30,19,33,40
4,7,16,30,33,40
4,7,16,19,30,40
4,7,16,19,33,30
2,10,12,15,22,44
1,10,12,15,22,44
2,1,12,15,22,44
2,10,1,15,22,44
2,10,12,1,22,44
2,10,12,15,1,44
2,10,12,15,22,1
2,3,11,16,26,44
35,3,11,16,26,44
2,35,11,16,26,44
2,3,35,16,26,44
2,3,11,35,26,44
2,3,11,16,35,44
2,3,11,16,26,35
2,4,15,16,20,29
1,4,15,16,20,29
2,1,15,16,20,29
2,4,1,16,20,29
2,4,15,1,20,29
2,4,15,16,1,29
2,4,15,16,20,1
7,8,14,32,33,39
42,8,14,32,33,39
7,42,14,32,33,39
7,8,42,32,33,39
7,8,14,42,33,39
7,8,14,32,42,39
7,8,14,32,33,42
1,8,21,27,36,39
37,8,21,27,36,39
1,37,21,27,36,39
1,8,37,27,36,39
1,8,21,37,36,39
1,8,21,27,37,39
1,8,21,27,36,37
17,21,31,37,40,44
7,21,31,37,40,44
17,7,31,37,40,44
17,21,7,37,40,44
17,21,31,7,40,44
17,21,31,37,7,44
17,21,31,37,40,7
10,14,30,31,33,37
19,14,30,31,33,37
10,19,30,31,33,37
10,14,19,31,33,37
10,14,30,19,33,37
10,14,30,31,19,37
10,14,30,31,33,19
7,10,16,25,29,44
6,10,16,25,29,44
7,6,16,25,29,44
7,10,6,25,29,44
7,10,16,6,29,44
7,10,16,25,6,44
7,10,16,25,29,6
10,24,25,33,40,44
1,24,25,33,40,44
10,1,25,33,40,44
10,24,1,33,40,44
10,24,25,1,40,44
10,24,25,33,1,44
10,24,25,33,40,1
6,29,36,39,41,45
13,29,36,39,41,45
6,13,36,39,41,45
6,29,13,39,41,45
6,29,36,13,41,45
6,29,36,39,13,45
6,29,36,39,41,13
2,8,25,36,39,42
11,8,25,36,39,42
2,11,25,36,39,42
2,8,11,36,39,42
2,8,25,11,39,42
2,8,25,36,11,42
2,8,25,36,39,11
14,15,19,30,38,43
8,15,19,30,38,43
14,8,19,30,38,43
14,15,8,30,38,43
14,15,19,8,38,43
14,15,19,30,8,43
14,15,19,30,38,8
3,8,15,27,29,35
21,8,15,27,29,35
3,21,15,27,29,35
3,8,21,27,29,35
3,8,15,21,29,35
3,8,15,27,21,35
3,8,15,27,29,21
3,20,23,36,38,40
5,20,23,36,38,40
3,5,23,36,38,40
3,20,5,36,38,40
3,20,23,5,38,40
3,20,23,36,5,40
3,20,23,36,38,5
14,15,18,21,26,36
39,15,18,21,26,36
14,39,18,21,26,36
14,15,39,21,26,36
14,15,18,39,26,36
14,15,18,21,39,36
14,15,18,21,26,39
4,25,33,36,40,43
39,25,33,36,40,43
4,39,33,36,40,43
4,25,39,36,40,43
4,25,33,39,40,43
4,25,33,36,39,43
4,25,33,36,40,39
2,3,7,17,22,24
45,3,7,17,22,24
2,45,7,17,22,24
2,3,45,17,22,24
2,3,7,45,22,24
2,3,7,17,45,24
2,3,7,17,22,45
3,7,10,15,36,38
33,7,10,15,36,38
3,33,10,15,36,38
3,7,33,15,36,38
3,7,10,33,36,38
3,7,10,15,33,38
3,7,10,15,36,33
10,12,15,16,26,39
38,12,15,16,26,39
10,38,15,16,26,39
10,12,38,16,26,39
10,12,15,38,26,39
10,12,15,16,38,39
10,12,15,16,26,38
5,8,14,15,19,39
35,8,14,15,19,39
5,35,14,15,19,39
5,8,35,15,19,39
5,8,14,35,19,39
5,8,14,15,35,39
5,8,14,15,19,35
5,19,22,25,28,43
26,19,22,25,28,43
5,26,22,25,28,43
5,19,26,25,28,43
5,19,22,26,28,43
5,19,22,25,26,43
5,19,22,25,28,26
5,9,12,16,29,41
21,9,12,16,29,41
5,21,12,16,29,41
5,9,21,16,29,41
5,9,12,21,29,41
5,9,12,16,21,41
5,9,12,16,29,21
2,4,11,17,26,27
1,4,11,17,26,27
2,1,11,17,26,27
2,4,1,17,26,27
2,4,11,1,26,27
2,4,11,17,1,27
2,4,11,17,26,1
3,12,18,32,40,43
38,12,18,32,40,43
3,38,18,32,40,43
3,12,38,32,40,43
3,12,18,38,40,43
3,12,18,32,38,43
3,12,18,32,40,38
6,15,17,18,35,40
23,15,17,18,35,40
6,23,17,18,35,40
6,15,23,18,35,40
6,15,17,23,35,40
6,15,17,18,23,40
6,15,17,18,35,23
2,5,24,32,34,44
28,5,24,32,34,44
2,28,24,32,34,44
2,5,28,32,34,44
2,5,24,28,34,44
2,5,24,32,28,44
2,5,24,32,34,28
1,3,15,22,25,37
43,3,15,22,25,37
1,43,15,22,25,37
1,3,43,22,25,37
1,3,15,43,25,37
1,3,15,22,43,37
1,3,15,22,25,43
2,18,29,32,43,44
37,18,29,32,43,44
2,37,29,32,43,44
2,18,37,32,43,44
2,18,29,37,43,44
2,18,29,32,37,44
2,18,29,32,43,37
10,13,25,29,33,35
38,13,25,29,33,35
10,38,25,29,33,35
10,13,38,29,33,35
10,13,25,38,33,35
10,13,25,29,38,35
10,13,25,29,33,38
3,12,24,27,30,32
14,12,24,27,30,32
3,14,24,27,30,32
3,12,14,27,30,32
3,12,24,14,30,32
3,12,24,27,14,32
3,12,24,27,30,14
17,18,24,25,26,30
1,18,24,25,26,30
17,1,24,25,26,30
17,18,1,25,26,30
17,18,24,1,26,30
17,18,24,25,1,30
17,18,24,25,26,1
5,7,11,13,20,33
6,7,11,13,20,33
5,6,11,13,20,33
5,7,6,13,20,33
5,7,11,6,20,33
5,7,11,13,6,33
5,7,11,13,20,6
1,2,3,14,27,42
39,2,3,14,27,42
1,39,3,14,27,42
1,2,39,14,27,42
1,2,3,39,27,42
1,2,3,14,39,42
1,2,3,14,27,39
6,10,15,17,19,34
14,10,15,17,19,34
6,14,15,17,19,34
6,10,14,17,19,34
6,10,15,14,19,34
6,10,15,17,14,34
6,10,15,17,19,14
16,23,27,34,42,45
11,23,27,34,42,45
16,11,27,34,42,45
16,23,11,34,42,45
16,23,27,11,42,45
16,23,27,34,11,45
16,23,27,34,42,11
6,8,13,23,31,36
21,8,13,23,31,36
6,21,13,23,31,36
6,8,21,23,31,36
6,8,13,21,31,36
6,8,13,23,21,36
6,8,13,23,31,21
2,12,37,39,41,45
33,12,37,39,41,45
2,33,37,39,41,45
2,12,33,39,41,45
2,12,37,33,41,45
2,12,37,39,33,45
2,12,37,39,41,33
4,12,16,23,34,43
26,12,16,23,34,43
4,26,16,23,34,43
4,12,26,23,34,43
4,12,16,26,34,43
4,12,16,23,26,43
4,12,16,23,34,26
1,17,20,24,30,41
27,17,20,24,30,41
1,27,20,24,30,41
1,17,27,24,30,41
1,17,20,27,30,41
1,17,20,24,27,41
1,17,20,24,30,27
4,26,28,29,33,40
37,26,28,29,33,40
4,37,28,29,33,40
4,26,37,29,33,40
4,26,28,37,33,40
4,26,28,29,37,40
4,26,28,29,33,37
17,20,29,35,38,44
10,20,29,35,38,44
17,10,29,35,38,44
17,20,10,35,38,44
17,20,29,10,38,44
17,20,29,35,10,44
17,20,29,35,38,10
1,21,24,26,29,42
27,21,24,26,29,42
1,27,24,26,29,42
1,21,27,26,29,42
1,21,24,27,29,42
1,21,24,26,27,42
1,21,24,26,29,27
3,14,24,33,35,36
17,14,24,33,35,36
3,17,24,33,35,36
3,14,17,33,35,36
3,14,24,17,35,36
3,14,24,33,17,36
3,14,24,33,35,17
6,22,24,36,38,44
19,22,24,36,38,44
6,19,24,36,38,44
6,22,19,36,38,44
6,22,24,19,38,44
6,22,24,36,19,44
6,22,24,36,38,19
5,32,34,40,41,45
6,32,34,40,41,45
5,6,34,40,41,45
5,32,6,40,41,45
5,32,34,6,41,45
5,32,34,40,6,45
5,32,34,40,41,6
8,17,27,31,34,43
14,17,27,31,34,43
8,14,27,31,34,43
8,17,14,31,34,43
8,17,27,14,34,43
8,17,27,31,14,43
8,17,27,31,34,14
1,3,8,21,22,31
20,3,8,21,22,31
1,20,8,21,22,31
1,3,20,21,22,31
1,3,8,20,22,31
1,3,8,21,20,31
1,3,8,21,22,20
6,7,14,15,20,36
3,7,14,15,20,36
6,3,14,15,20,36
6,7,3,15,20,36
6,7,14,3,20,36
6,7,14,15,3,36
6,7,14,15,20,3
6,9,16,23,24,32
43,9,16,23,24,32
6,43,16,23,24,32
6,9,43,23,24,32
6,9,16,43,24,32
6,9,16,23,43,32
6,9,16,23,24,43
1,3,10,27,29,37
11,3,10,27,29,37
1,11,10,27,29,37
1,3,11,27,29,37
1,3,10,11,29,37
1,3,10,27,11,37
1,3,10,27,29,11
1,7,11,23,37,42
6,7,11,23,37,42
1,6,11,23,37,42
1,7,6,23,37,42
1,7,11,6,37,42
1,7,11,23,6,42
1,7,11,23,37,6
1,3,17,32,35,45
8,3,17,32,35,45
1,8,17,32,35,45
1,3,8,32,35,45
1,3,17,8,35,45
1,3,17,32,8,45
1,3,17,32,35,8
17,22,24,26,35,40
42,22,24,26,35,40
17,42,24,26,35,40
17,22,42,26,35,40
17,22,24,42,35,40
17,22,24,26,42,40
17,22,24,26,35,42
5,14,15,27,30,45
10,14,15,27,30,45
5,10,15,27,30,45
5,14,10,27,30,45
5,14,15,10,30,45
5,14,15,27,10,45
5,14,15,27,30,10
17,32,33,34,42,44
35,32,33,34,42,44
17,35,33,34,42,44
17,32,35,34,42,44
17,32,33,35,42,44
17,32,33,34,35,44
17,32,33,34,42,35
8,10,20,34,41,45
28,10,20,34,41,45
8,28,20,34,41,45
8,10,28,34,41,45
8,10,20,28,41,45
8,10,20,34,28,45
8,10,20,34,41,28
4,10,12,22,24,33
29,10,12,22,24,33
4,29,12,22,24,33
4,10,29,22,24,33
4,10,12,29,24,33
4,10,12,22,29,33
4,10,12,22,24,29
1,4,5,6,9,31
17,4,5,6,9,31
1,17,5,6,9,31
1,4,17,6,9,31
1,4,5,17,9,31
1,4,5,6,17,31
1,4,5,6,9,17
7,18,22,23,29,44
12,18,22,23,29,44
7,12,22,23,29,44
7,18,12,23,29,44
7,18,22,12,29,44
7,18,22,23,12,44
7,18,22,23,29,12
1,5,34,36,42,44
33,5,34,36,42,44
1,33,34,36,42,44
1,5,33,36,42,44
1,5,34,33,42,44
1,5,34,36,33,44
1,5,34,36,42,33
7,20,22,23,29,43
1,20,22,23,29,43
7,1,22,23,29,43
7,20,1,23,29,43
7,20,22,1,29,43
7,20,22,23,1,43
7,20,22,23,29,1
7,18,31,33,36,40
27,18,31,33,36,40
7,27,31,33,36,40
7,18,27,33,36,40
7,18,31,27,36,40
7,18,31,33,27,40
7,18,31,33,36,27
26,29,30,33,41,42
43,29,30,33,41,42
26,43,30,33,41,42
26,29,43,33,41,42
26,29,30,43,41,42
26,29,30,33,43,42
26,29,30,33,41,43
4,9,28,33,36,45
26,9,28,33,36,45
4,26,28,33,36,45
4,9,26,33,36,45
4,9,28,26,36,45
4,9,28,33,26,45
4,9,28,33,36,26
11,14,19,26,28,41
2,14,19,26,28,41
11,2,19,26,28,41
11,14,2,26,28,41
11,14,19,2,28,41
11,14,19,26,2,41
11,14,19,26,28,2
1,2,6,9,25,28
31,2,6,9,25,28
1,31,6,9,25,28
1,2,31,9,25,28
1,2,6,31,25,28
1,2,6,9,31,28
1,2,6,9,25,31
2,4,25,31,34,37
17,4,25,31,34,37
2,17,25,31,34,37
2,4,17,31,34,37
2,4,25,17,34,37
2,4,25,31,17,37
2,4,25,31,34,17
5,10,22,34,36,44
35,10,22,34,36,44
5,35,22,34,36,44
5,10,35,34,36,44
5,10,22,35,36,44
5,10,22,34,35,44
5,10,22,34,36,35
3,4,10,17,19,22
38,4,10,17,19,22
3,38,10,17,19,22
3,4,38,17,19,22
3,4,10,38,19,22
3,4,10,17,38,22
3,4,10,17,19,38
3,11,13,14,17,21
38,11,13,14,17,21
3,38,13,14,17,21
3,11,38,14,17,21
3,11,13,38,17,21
3,11,13,14,38,21
3,11,13,14,17,38
4,6,10,11,32,37
30,6,10,11,32,37
4,30,10,11,32,37
4,6,30,11,32,37
4,6,10,30,32,37
4,6,10,11,30,37
4,6,10,11,32,30
12,28,30,34,38,43
9,28,30,34,38,43
12,9,30,34,38,43
12,28,9,34,38,43
12,28,30,9,38,43
12,28,30,34,9,43
12,28,30,34,38,9
1,11,16,17,36,40
8,11,16,17,36,40
1,8,16,17,36,40
1,11,8,17,36,40
1,11,16,8,36,40
1,11,16,17,8,40
1,11,16,17,36,8
7,17,18,28,30,45
27,17,18,28,30,45
7,27,18,28,30,45
7,17,27,28,30,45
7,17,18,27,30,45
7,17,18,28,27,45
7,17,18,28,30,27
4,16,23,25,29,42
1,16,23,25,29,42
4,1,23,25,29,42
4,16,1,25,29,42
4,16,23,1,29,42
4,16,23,25,1,42
4,16,23,25,29,1
2,8,32,33,35,36
18,8,32,33,35,36
2,18,32,33,35,36
2,8,18,33,35,36
2,8,32,18,35,36
2,8,32,33,18,36
2,8,32,33,35,18
7,20,22,27,40,43
1,20,22,27,40,43
7,1,22,27,40,43
7,20,1,27,40,43
7,20,22,1,40,43
7,20,22,27,1,43
7,20,22,27,40,1
3,5,10,29,32,43
35,5,10,29,32,43
3,35,10,29,32,43
3,5,35,29,32,43
3,5,10,35,32,43
3,5,10,29,35,43
3,5,10,29,32,35
12,30,34,36,37,45
39,30,34,36,37,45
12,39,34,36,37,45
12,30,39,36,37,45
12,30,34,39,37,45
12,30,34,36,39,45
12,30,34,36,37,39
19,23,25,28,38,42
17,23,25,28,38,42
19,17,25,28,38,42
19,23,17,28,38,42
19,23,25,17,38,42
19,23,25,28,17,42
19,23,25,28,38,17
7,19,24,27,42,45
31,19,24,27,42,45
7,31,24,27,42,45
7,19,31,27,42,45
7,19,24,31,42,45
7,19,24,27,31,45
7,19,24,27,42,31
8,10,11,14,15,21
37,10,11,14,15,21
8,37,11,14,15,21
8,10,37,14,15,21
8,10,11,37,15,21
8,10,11,14,37,21
8,10,11,14,15,37
3,17,23,34,41,45
43,17,23,34,41,45
3,43,23,34,41,45
3,17,43,34,41,45
3,17,23,43,41,45
3,17,23,34,43,45
3,17,23,34,41,43
4,7,15,18,23,26
13,7,15,18,23,26
4,13,15,18,23,26
4,7,13,18,23,26
4,7,15,13,23,26
4,7,15,18,13,26
4,7,15,18,23,13
3,12,20,23,31,35
43,12,20,23,31,35
3,43,20,23,31,35
3,12,43,23,31,35
3,12,20,43,31,35
3,12,20,23,43,35
3,12,20,23,31,43
6,14,22,28,35,39
16,14,22,28,35,39
6,16,22,28,35,39
6,14,16,28,35,39
6,14,22,16,35,39
6,14,22,28,16,39
6,14,22,28,35,16
2,16,30,36,41,42
11,16,30,36,41,42
2,11,30,36,41,42
2,16,11,36,41,42
2,16,30,11,41,42
2,16,30,36,11,42
2,16,30,36,41,11
7,9,20,25,36,39
15,9,20,25,36,39
7,15,20,25,36,39
7,9,15,25,36,39
7,9,20,15,36,39
7,9,20,25,15,39
7,9,20,25,36,15
10,11,27,28,37,39
19,11,27,28,37,39
10,19,27,28,37,39
10,11,19,28,37,39
10,11,27,19,37,39
10,11,27,28,19,39
10,11,27,28,37,19
9,11,15,20,28,43
13,11,15,20,28,43
9,13,15,20,28,43
9,11,13,20,28,43
9,11,15,13,28,43
9,11,15,20,13,43
9,11,15,20,28,13
3,13,17,18,19,28
8,13,17,18,19,28
3,8,17,18,19,28
3,13,8,18,19,28
3,13,17,8,19,28
3,13,17,18,8,28
3,13,17,18,19,8
8,12,29,31,42,43
2,12,29,31,42,43
8,2,29,31,42,43
8,12,2,31,42,43
8,12,29,2,42,43
8,12,29,31,2,43
8,12,29,31,42,2
12,16,30,34,40,44
19,16,30,34,40,44
12,19,30,34,40,44
12,16,19,34,40,44
12,16,30,19,40,44
12,16,30,34,19,44
12,16,30,34,40,19
26,27,28,42,43,45
8,27,28,42,43,45
26,8,28,42,43,45
26,27,8,42,43,45
26,27,28,8,43,45
26,27,28,42,8,45
26,27,28,42,43,8
4,15,17,26,36,37
43,15,17,26,36,37
4,43,17,26,36,37
4,15,43,26,36,37
4,15,17,43,36,37
4,15,17,26,43,37
4,15,17,26,36,43
2,3,13,20,27,44
9,3,13,20,27,44
2,9,13,20,27,44
2,3,9,20,27,44
2,3,13,9,27,44
2,3,13,20,9,44
2,3,13,20,27,9
2,19,27,35,41,42
25,19,27,35,41,42
2,25,27,35,41,42
2,19,25,35,41,42
2,19,27,25,41,42
2,19,27,35,25,42
2,19,27,35,41,25
4,6,13,21,40,42
36,6,13,21,40,42
4,36,13,21,40,42
4,6,36,21,40,42
4,6,13,36,40,42
4,6,13,21,36,42
4,6,13,21,40,36
21,25,33,34,35,36
17,25,33,34,35,36
21,17,33,34,35,36
21,25,17,34,35,36
21,25,33,17,35,36
21,25,33,34,17,36
21,25,33,34,35,17
2,11,21,34,41,42
27,11,21,34,41,42
2,27,21,34,41,42
2,11,27,34,41,42
2,11,21,27,41,42
2,11,21,34,27,42
2,11,21,34,41,27
2,18,25,28,37,39
16,18,25,28,37,39
2,16,25,28,37,39
2,18,16,28,37,39
2,18,25,16,37,39
2,18,25,28,16,39
2,18,25,28,37,16
1,2,10,13,18,19
15,2,10,13,18,19
1,15,10,13,18,19
1,2,15,13,18,19
1,2,10,15,18,19
1,2,10,13,15,19
1,2,10,13,18,15
1,5,13,26,29,34
43,5,13,26,29,34
1,43,13,26,29,34
1,5,43,26,29,34
1,5,13,43,29,34
1,5,13,26,43,34
1,5,13,26,29,43
3,8,11,12,13,36
33,8,11,12,13,36
3,33,11,12,13,36
3,8,33,12,13,36
3,8,11,33,13,36
3,8,11,12,33,36
3,8,11,12,13,33
6,19,21,35,40,45
20,19,21,35,40,45
6,20,21,35,40,45
6,19,20,35,40,45
6,19,21,20,40,45
6,19,21,35,20,45
6,19,21,35,40,20
16,19,20,32,33,41
4,19,20,32,33,41
16,4,20,32,33,41
16,19,4,32,33,41
16,19,20,4,33,41
16,19,20,32,4,41
16,19,20,32,33,4
5,18,28,30,42,45
2,18,28,30,42,45
5,2,28,30,42,45
5,18,2,30,42,45
5,18,28,2,42,45
5,18,28,30,2,45
5,18,28,30,42,2
19,26,30,33,35,39
37,26,30,33,35,39
19,37,30,33,35,39
19,26,37,33,35,39
19,26,30,37,35,39
19,26,30,33,37,39
19,26,30,33,35,37
4,9,13,18,21,34
7,9,13,18,21,34
4,7,13,18,21,34
4,9,7,18,21,34
4,9,13,7,21,34
4,9,13,18,7,34
4,9,13,18,21,7
1,18,30,41,42,43
32,18,30,41,42,43
1,32,30,41,42,43
1,18,32,41,42,43
1,18,30,32,42,43
1,18,30,41,32,43
1,18,30,41,42,32
3,7,8,34,39,41
1,7,8,34,39,41
3,1,8,34,39,41
3,7,1,34,39,41
3,7,8,1,39,41
3,7,8,34,1,41
3,7,8,34,39,1
22,34,36,40,42,45
44,34,36,40,42,45
22,44,36,40,42,45
22,34,44,40,42,45
22,34,36,44,42,45
22,34,36,40,44,45
22,34,36,40,42,44
1,5,21,25,38,41
24,5,21,25,38,41
1,24,21,25,38,41
1,5,24,25,38,41
1,5,21,24,38,41
1,5,21,25,24,41
1,5,21,25,38,24
7,11,26,28,29,44
16,11,26,28,29,44
7,16,26,28,29,44
7,11,16,28,29,44
7,11,26,16,29,44
7,11,26,28,16,44
7,11,26,28,29,16
6,9,10,11,39,41
27,9,10,11,39,41
6,27,10,11,39,41
6,9,27,11,39,41
6,9,10,27,39,41
6,9,10,11,27,41
6,9,10,11,39,27
5,13,18,19,22,42
31,13,18,19,22,42
5,31,18,19,22,42
5,13,31,19,22,42
5,13,18,31,22,42
5,13,18,19,31,42
5,13,18,19,22,31
9,12,27,36,39,45
14,12,27,36,39,45
9,14,27,36,39,45
9,12,14,36,39,45
9,12,27,14,39,45
9,12,27,36,14,45
9,12,27,36,39,14
24,27,28,30,36,39
4,27,28,30,36,39
24,4,28,30,36,39
24,27,4,30,36,39
